"","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","STATUS","TISSUE","ValueType","ORIGINAL_NAME","GENUS","GFNARROWwalker","SPECIES_NAME","TREATMENT","RelCover","MOISTURE","LAT","LONG","ELEV","AZONE","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","Method","FuncGroup","FuncPlotCover","DominatingFG","ShrubCover","GraminoidCover","ForbCover","LichenCover","MossCover","PlotDominatingFG","ShrubMean","ForbMean","GraminoidMean","LichenMean","MossMean","AnnualRichness","MeanRichness"
"31","ANWR:ATIGUN-A:2:1997","ANWR:ATIGUN-A:2","ANWR:ATIGUN-A","ANWR","ATIGUN-A","2",1997,"LIVE","NONWOODY","pf_all_XY","Thamnolia ","Thamnolia","LFRUT","Thamnolia","CTL",1.36986301369863,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",49.3150684931507,"None",41.0958904109589,0,2.73972602739726,49.3150684931507,6.84931506849315,"None",48.5852893714716,3.38815839709229,0,42.8151677585865,5.21138447284963,17,16
"32","ANWR:ATIGUN-A:2:1997","ANWR:ATIGUN-A:2","ANWR:ATIGUN-A","ANWR","ATIGUN-A","2",1997,"LIVE","NONWOODY","pf_all_XY","Cetraria islandica","Cetraria","LFRUT","Cetraria islandica","CTL",1.36986301369863,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",49.3150684931507,"None",41.0958904109589,0,2.73972602739726,49.3150684931507,6.84931506849315,"None",48.5852893714716,3.38815839709229,0,42.8151677585865,5.21138447284963,17,16
"33","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Cetraria nivalis","Cetraria","LFRUT","Cetraria nivalis","CTL",2.7027027027027,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"34","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Crustose ","Crustose","LCRUS","Crustose","CTL",36.4864864864865,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"35","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Bryocaulon ","Bryocaulon","LFRUT","Bryocaulon","CTL",6.75675675675676,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"36","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Polytrichum ","Polytrichum","MACRO","Polytrichum","CTL",2.7027027027027,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Moss",4.05405405405405,"None",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"37","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Sphaerophorus globosus","Sphaerophorus","LFRUT","Sphaerophorus globosus","CTL",2.7027027027027,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"38","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Cladonia ","Cladonia","LFRUT","Cladonia","CTL",6.75675675675676,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"39","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Dryas octopetala","Dryas","SEVER","Dryas octopetala","CTL",22.972972972973,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Shrub",22.972972972973,"None",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"40","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Alectoria ochroleuca","Alectoria","LFRUT","Alectoria ochroleuca","CTL",1.35135135135135,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"41","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Oxytropis nigrescens","Oxytropis","FORB","Oxytropis nigrescens","CTL",1.35135135135135,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Forb",1.35135135135135,"None",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"42","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Hypogymnia ","Hypogymnia","LFOLI","Hypogymnia","CTL",6.75675675675676,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"43","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Umbilicaria ","Umbilicaria","LFOLI","Umbilicaria","CTL",6.75675675675676,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
"44","ANWR:ATIGUN-A:3:1997","ANWR:ATIGUN-A:3","ANWR:ATIGUN-A","ANWR","ATIGUN-A","3",1997,"LIVE","NONWOODY","pf_all_XY","Melanelia ","Melanelia","LFOLI","Melanelia","CTL",1.35135135135135,"DRY",68.4746405,-149.3521345,1190,"LOW","1","Arctic-Alpine",68.4,-149.3,"_68.4_-149.3","North America-West","Point-framing (XY)","Lichen",71.6216216216216,"Lichen-Dominated",22.972972972973,0,1.35135135135135,71.6216216216216,4.05405405405405,"Lichen-Dominated",23.81174277726,3.07548928238583,0.574712643678161,69.2606399502951,3.27741534638086,13,14
